state,city,institute_carnegie_classification,school,primary_investigator,Position,website,research_interest,postdoc_wanted
Connecticut,Storrs,R1,University of Connecticut,Mark Peczuh,,https://mark-peczuh.uconn.edu/,"natural product like synthesis,septanoses,sugar rings,protein carbohydrate interactions,synthetic organic",
Connecticut,New Haven,R1,Yale University,Martin Saunders,,,buckminsterfullerene,
Connecticut,New Haven,R1,Yale University,Mingjiang Zhong,,,"polymers,macromolecular design,site specific modification",
Connecticut,Storrs,R1,University of Connecticut,Nicholas Leadbeater,,https://nsmg.chemistry.uconn.edu,"microwave reactors,metal mediated synthesis,biofuels,synthetic organic",
Connecticut,New Haven,R1,Yale University,Nilay Hazari,,,"organometallic,homeogenous transition metal catalyst,nickel and palladium for cross catalysis,carbon nanotubes",
Connecticut,New Haven,R1,Yale University,Paul Anastas,,,"green chemistry,pharmacokinetics and dynamics",
Connecticut,New Haven,R1,Yale University,Robert Crabtree,,,"inorganic,coordination,organometallic,catalytic and electrocatalytic,solar energy,nitrogen fixation",
Connecticut,New Haven,R1,Yale University,Scott Miller,,https://millerlab.yale.edu/,"catalytic modification of natural products,synthetic organic",
Connecticut,New Haven,R1,Yale University,Seth Herzon,,http://www.herzongroup.org/,"natural products synthesis,synthetic organic",
Connecticut,New Haven,R1,Yale University,Timothy Newhouse,,http://campuspress.yale.edu/newhousegroup/,"mechanistic studies of library of natural products,synthetic organic",
Connecticut,New Haven,R1,Yale University,William Jorgensen,,http://zarbi.chem.yale.edu/,"computer aided drug discovery,modeling organic,computational,synthetic organic",
Delaware,Newark,R1,University of Delaware,Catherine Grimes,,,carbohydrates in cell wall biosynthesis,
Delaware,Newark,R1,University of Delaware,Donald Watson,,https://sites.udel.edu/dawatsongroup/,"transition metal catalysis,heteroatom and non-aromatic molecules,synthetic organic",
Delaware,Newark,R1,University of Delaware,Jeffrey Mudridge,,,"RNA structure,translation,RNA modification pathways and enzymes",
Delaware,Newark,R1,University of Delaware,Joel Rosenthal,,,"renewable energy,multielectron redox catalysis and proton coupled electron transfer,fluorescents,molecular imaging",
Delaware,Newark,R1,University of Delaware,John Koh,,,"molecular rescue of genetic mutations,ligand-receptor engineering,patiotemporal control of gene expression",
Delaware,Newark,R1,University of Delaware,Joseph Fox,,http://www1.udel.edu/chem/fox/index.html,"bioorthogonal chemistry,methodology,tetrazine,interfacial polymerization,synthetic organic",
Delaware,Newark,R1,University of Delaware,Laure Kayser,,,"electronic materials,soft,organometallic,polymer,materials,device engineering",
Delaware,Newark,R1,University of Delaware,Mary Watson,,https://sites.udel.edu/mpwatson-lab/,"natural product total synthesis,catalysis,selective activation of bonds,metalloamines and metalloethers,synthetic organic",
Delaware,Newark,R1,University of Delaware,Neal Zondlo,,http://www1.udel.edu/chem/zondlo/,"small molecule proteomimetics,enantioselective catalysis,protein misfolding and disease,synthetic organic",
Delaware,Newark,R1,University of Delaware,William Chain,,https://sites.udel.edu/chaingroup/,"natural product total synthesis,aromatic bond formation,synthetic organic",
District of Columbia,Washington DC,R1,George Washington University,Adelina Voutchkova-Kostal,,,"multifulnctional catalysts,atom energy economy,renewable feedstocks,homogeneous and heterogeneous catalysts,green chemistry,biostatistics",
District of Columbia,Washington DC,R1,Georgetown University,Christian Wolf,,https://www.thewolfgrouponline.com/,"stereochemistry,asymmetric catalysis,palladium catalyzed cross coupling,high throughput screening,solid state chemistry,synthetic organic",
District of Columbia,Washington DC,R1,George Washington University,Cynthia Dowd,,http://home.gwu.edu/%7Ecdowd/,"molecular modeling,tuberculosis,synthetic organic",
District of Columbia,Washington DC,R1,Georgetown University,Jennifer Swift,,,"molecular crystals,x-ray crystallography,atomic force microscopy,computational modeling",
District of Columbia,Washington DC,R1,George Washington University,Joseph Meisel,,,"protein protein interactions,library synthesis high throughput screening,protein surface recognition",
District of Columbia,Washington DC,R1,George Washington University,Michael King,Emeritus,,,
District of Columbia,Washington DC,R1,Georgetown University,Nag Gavvalapalli,,,"polymers,nanostructure,smart polymers,pi conjugated materials,self-healing,polyhedral particles,self assembly,solar cells,batteries,electronics,photonics",
District of Columbia,Washington DC,R1,Georgetown University,Richard Weiss,,,"materials,physical organic,photochemistry,photophysics,chemically reversible gels,reaction rates and mechanisms,anisotropic solvent effects,ionic liquid crystals",
District of Columbia,Washington DC,R1,George Washington University,Stephen Boyes,,,"polymer brushes,tissue engineering,nanomedicines,surface modifications",
District of Columbia,Washington DC,R1,Georgetown University,Timothy Warren,,,"green chemistry,bioinorganic,nitrogen oxides in the environment,C-H functionalization,copper carbene  and nitrene",
District of Columbia,Washington DC,R1,Georgetown University,Travis Holman,,,"supramolecular and molecular recognition,encapsulation,anion binding,organocatalysis solid state organic chemistry,crystal engineering,polymorphism",
Florida,Gainesville,R1,University of Florida,Aaron Aponick,,https://aponick.chem.ufl.edu/Aponick_Research/Home.html,"target oriented synthesis,natural products,synthetic organic",
Florida,Coral Gables,R1,University of Miami,Acevedo,,,,
Florida,,,Florida Institute of Technology,Alan Brown,,,structural organic chemistry,
Florida,Gainesville,R1,University of Florida,Alexander Grenning,,https://grenninglab.com/,"natural products synthesis,step economical reactions,synthetic organic",
Florida,Tampa,R1,University of South Florida,Andrii Monastyrski,,,,
Florida,Coral Gables,R1,University of Miami,Bachas,,,,
Florida,Tampa,R1,University of South Florida,Bill Baker,,,natural product isolation,
Florida,Gainesville,R1,University of Florida,Brent Sumerlin,,https://sumerlin.chem.ufl.edu/,"materials,polymers,water soluble stimuli responsive,smart polymers,self assembly,drug delivery,surface modification,self healing  materials",
Florida,Coral Gables,R1,University of Miami,Captain,,,,
Florida,Boca Raton,R2,Florida Atlantic University,Charles Carraher,,,Metal containing polymers,
Florida,Gainesville,R1,University of Florida,Daniel Seidel,,http://seidel-group.com/,"C-H bond functionalization,asymmetric catalysis,organocatalysis,transition metal catalysis,multicomponent catalysis,synthetic organic",
Florida,Tampa,R1,University of South Florida,David Merkler,,,post translational peptide enzymes,
Florida,Boca Raton,R2,Florida Atlantic University,Deguo Du,,,"protein folding misfolding,biomaterials,biosensor",
Florida,Orlando,R1,University of Central Florida,Dmitry Kolpashchikov,,,DNA nanomachines,
Florida,Tampa,R1,University of South Florida,Edward Turos,,http://chemistry.usf.edu/faculty/turos/,"nanoparticle polymers as drug delivery vehicles,synthetic organic",
Florida,Tallahassee,R1,Florida State University,Edwin Hilinski,,,,
Florida,Jupiter,,Scripps Reasearch Institute - Florida,Hans Renata,Assistant Professor,https://renatalab.com/,"directed evolution,C-H functionalization,natural product synthesis,synthetic organic",
Florida,Tallahassee,R1,Florida State University,Hedi Mattoussi,,,"inorganic nanomaterials,metal complexes,fluorescent compounds",
Florida,Gainesville,R1,University of Florida,Hendrik Luesch,,https://mc.pharmacy.ufl.edu/research/faculty-research-areas/marine-natural-products-drug-discovery-and-development/,natural products synthesis,
Florida,Coral Gables,R1,University of Miami,Hoff,,,,
Florida,Tallahassee,R1,Florida State University,Igor Alabugin,,,"structure activity relationship,reaction discovery",
Florida,Tampa,R1,University of South Florida,Ioannis Gelis,,,NMR of macromolecules,
Florida,Tallahassee,R1,Florida State University,Jack Saltiel,,,"photochemistry,mechanism elucidation",
Florida,Tallahassee,R1,Florida State University,James Frederich,,https://www.frederichlab.org/,"natural products,synthetic organic",
Florida,Tampa,R1,University of South Florida,James Leahy,,,pharmacokinetics and pharmacodynamics,
Florida,Miami,R1,Florida International University,James Quirke,,,"porphyrin chemistry,phototoxic natural products,geochemistry",
Florida,Tampa,R1,University of South Florida,Jiangfeng Cai,,,"peptidomimetic,biomaterials",
Florida,Tallahassee,R1,Florida State University,Joel Smith,,https://www.smithlab.org/,"synthesis of complex molecules,synthetic organic",
Florida,Miami,R1,Florida International University,Joongho Moon,,,"Aqueous environments,polymer nanoparticles",
Florida,Tallahassee,R1,Florida State University,Justin Kennemur,,,"functional polymers,stimuli responsive,nanostructure and sustainable materials",
Florida,Tampa,R1,University of South Florida,Justin Lopchuk,,http://lopchuklab.com/,"natural products,reactive intermediates,synthetic organic",
Florida,Coral Gables,R1,University of Miami,Kaifer,,,,
Florida,Orlando,R1,University of Central Florida,Kangsang Lee,,,,
Florida,Miami,R1,Florida International University,Kathleen Rein,,https://casfaculty.fiu.edu/Kathleen.Rein/,"natural products,biosynthesis metabolism,endogenous function",
Florida,Tallahassee,R1,Florida State University,Kenneth Hanson,,,"light absorbing,photochemistry",
Florida,Gainesville,R1,University of Florida,Kenneth Wagener,,https://wagener.chem.ufl.edu/,"synthetic polymer structures,metathesis",
Florida,Miami,R1,Florida International University,Kevin O'Shea,,,"water contaminants,humic acid coated nanoparticles",
Florida,Tampa,R1,University of South Florida,Kirpal Bisht,,http://faculty.cas.usf.edu/kbisht/,"organic catalysts for glycoconjugates,in vitro biotransformations,enzymes,small molecule synthesis,materials,synthetic organic",
Florida,Coral Gables,R1,University of Miami,Knecht,,,,
Florida,Coral Gables,R1,University of Miami,Leblanc,,,,
Florida,Tampa,R1,University of South Florida,Lee Woodcock,,,"free energy,biologically recycle plastic waste",
Florida,Tallahassee,R1,Florida State University,Lei Zhu,,,supramolecular chemistry,
Florida,Gainesville,R1,University of Florida,Lisa McElwee-White,,https://lmwhite.chem.ufl.edu,"organometallic,semiconductor devices and OLED,photochemical metallization of thermally sensitive electronics,synthetic organic",
Florida,Boca Raton,R2,Florida Atlantic University,Lyndon West,,,marine natural products,
Florida,Coral Gables,R1,University of Miami,Meier,,,,
Florida,,,Florida Institute of Technology,Nasri Nesnas,,,"synthetic organic,biomimetic,physical organic chemistry",
Florida,,X,Florida Institute of Technology,Norito Takenaka,,https://www.fit.edu/faculty-profiles/6/norito-takenaka/,synthetic organic,
Florida,Coral Gables,R1,University of Miami,Olivier,,,,
Florida,Coral Gables,R1,University of Miami,Prabhakar,,,,
Florida,Boca Raton,R2,Florida Atlantic University,Predrag Cudic,,,"combinatorial chemistry,cyclic peptides,drug discovery",
Florida,Orlando,R1,University of Central Florida,Qun Huo,,,gold nanoparticle,
Florida,Coral Gables,R1,University of Miami,Ramamurthy,,,,
Florida,Coral Gables,R1,University of Miami,Raymo,,,,
Florida,Gainesville,R1,University of Florida,Robert Huigens,,https://pharmacy.ufl.edu/profile/huigens-robert/,synthetic organic,
Florida,Gainesville,R1,University of Florida,Ronald Castellano,,https://castellano.chem.ufl.edu/,"self-assembly,supramolecular,stereoelectronics effects electronics and optical",
Florida,Boca Raton,R2,Florida Atlantic University,Salvatore Lepore,,http://cescos.fau.edu/lepore/index.html,synthetic organic,
Florida,Orlando,R1,University of Central Florida,Seth Elsheimer,,,fluorine containing molecules,
Florida,Boca Raton,R2,Florida Atlantic University,Shailaja Allani,,,oxidative stress,
Florida,Miami,R1,Florida International University,Stanislaw Wnuk,,,"stereoselective nucleic acid transformations,18F labelled nucleosides",
Florida,Boca Raton,R2,Florida Atlantic University,Stephane Roche,,http://www.rocheresearchgroup.com/,"enantioselective and chemoselective,organocatalysis methods,natural product total synthesis",
Florida,Gainesville,R1,University of Florida,Stephen Miller,,https://miller.chem.ufl.edu/,"polymers for biorenewable feedstocks,organometallic,single site catalysts",
Florida,Orlando,R1,University of Central Florida,Titel Jurca,,,"catalytic organic transformations,thin film chemistry,synthetic inorganic",
